Ngày,#,Loại (nghìn đồng/ lượng),Mua,Bán
29/12/2024,3,Hạ Long,82700,84700
29/12/2024,4,Hải Phòng,82700,84700
29/12/2024,5,Miền Trung,82700,84700
29/12/2024,6,Huế,82700,84700
29/12/2024,7,Quảng Ngãi,82700,84700
29/12/2024,8,Nha Trang,82700,84700
29/12/2024,9,Biên Hòa,82700,84700
29/12/2024,10,Miền Tây,82700,84700
29/12/2024,11,Bạc Liêu,82700,84700
29/12/2024,12,Cà Mau,82700,84700
30/12/2024,,,
30/12/2024,1,Hồ Chí Minh,119500,121500
30/12/2024,2,Miền Bắc,119500,121500
30/12/2024,3,Hạ Long,119500,121500
30/12/2024,4,Hải Phòng,119500,121500
30/12/2024,5,Miền Trung,119500,121500
30/12/2024,6,Huế,119500,121500
30/12/2024,7,Quảng Ngãi,119500,121500
30/12/2024,8,Nha Trang,119500,121500
30/12/2024,9,Biên Hòa,119500,121500
30/12/2024,10,Miền Tây,119500,121500
30/12/2024,11,Bạc Liêu,119500,121500
30/12/2024,12,Cà Mau,119500,121500
31/12/2024,,,
31/12/2024,1,Hồ Chí Minh,82200,84200
31/12/2024,2,Miền Bắc,82200,84200
31/12/2024,3,Hạ Long,82200,84200
31/12/2024,4,Hải Phòng,82200,84200
31/12/2024,5,Miền Trung,82200,84200
31/12/2024,6,Huế,82200,84200
31/12/2024,7,Quảng Ngãi,82200,84200
31/12/2024,8,Nha Trang,82200,84200
31/12/2024,9,Biên Hòa,82200,84200
31/12/2024,10,Miền Tây,82200,84200
31/12/2024,11,Bạc Liêu,82200,84200
31/12/2024,12,Cà Mau,82200,84200
01/01/2025,,,
01/01/2025,1,Hồ Chí Minh,82200,84200
01/01/2025,2,Miền Bắc,82200,84200
01/01/2025,3,Hạ Long,82200,84200
01/01/2025,4,Hải Phòng,82200,84200
01/01/2025,5,Miền Trung,82200,84200
01/01/2025,6,Huế,82200,84200
01/01/2025,7,Quảng Ngãi,82200,84200
01/01/2025,8,Nha Trang,82200,84200
01/01/2025,9,Biên Hòa,82200,84200
01/01/2025,10,Miền Tây,82200,84200
01/01/2025,11,Bạc Liêu,82200,84200
01/01/2025,12,Cà Mau,82200,84200
02/01/2025,,,
02/01/2025,1,Hồ Chí Minh,83500,85000
02/01/2025,2,Miền Bắc,83500,85000
02/01/2025,3,Hạ Long,83500,85000
02/01/2025,4,Hải Phòng,83500,85000
02/01/2025,5,Miền Trung,83500,85000
02/01/2025,6,Huế,83500,85000
02/01/2025,7,Quảng Ngãi,83500,85000
02/01/2025,8,Nha Trang,83500,85000
02/01/2025,9,Biên Hòa,83500,85000
02/01/2025,10,Miền Tây,83500,85000
02/01/2025,11,Bạc Liêu,83500,85000
02/01/2025,12,Cà Mau,83500,85000
03/01/2025,,,
03/01/2025,1,Hồ Chí Minh,84000,85500
03/01/2025,2,Miền Bắc,84000,85500
03/01/2025,3,Hạ Long,84000,85500
03/01/2025,4,Hải Phòng,84000,85500
03/01/2025,5,Miền Trung,84000,85500
03/01/2025,6,Huế,84000,85500
03/01/2025,7,Quảng Ngãi,84000,85500
03/01/2025,8,Nha Trang,84000,85500
03/01/2025,9,Biên Hòa,84000,85500
03/01/2025,10,Miền Tây,84000,85500
03/01/2025,11,Bạc Liêu,84000,85500
03/01/2025,12,Cà Mau,84000,85500
04/01/2025,,,
04/01/2025,1,Hồ Chí Minh,84000,85500
04/01/2025,2,Miền Bắc,84000,85500
04/01/2025,3,Hạ Long,84000,85500
04/01/2025,4,Hải Phòng,84000,85500
04/01/2025,5,Miền Trung,84000,85500
04/01/2025,6,Huế,84000,85500
04/01/2025,7,Quảng Ngãi,84000,85500
04/01/2025,8,Nha Trang,84000,85500
04/01/2025,9,Biên Hòa,84000,85500
04/01/2025,10,Miền Tây,84000,85500
04/01/2025,11,Bạc Liêu,84000,85500
04/01/2025,12,Cà Mau,84000,85500
05/01/2025,,,
05/01/2025,1,Hồ Chí Minh,84000,85500
05/01/2025,2,Miền Bắc,84000,85500
05/01/2025,3,Hạ Long,84000,85500
05/01/2025,4,Hải Phòng,84000,85500
05/01/2025,5,Miền Trung,84000,85500
05/01/2025,6,Huế,84000,85500
05/01/2025,7,Quảng Ngãi,84000,85500
05/01/2025,8,Nha Trang,84000,85500
05/01/2025,9,Biên Hòa,84000,85500
05/01/2025,10,Miền Tây,84000,85500
05/01/2025,11,Bạc Liêu,84000,85500
05/01/2025,12,Cà Mau,84000,85500
06/01/2025,,,
06/01/2025,1,Hồ Chí Minh,83500,85000
06/01/2025,2,Miền Bắc,83500,85000
06/01/2025,3,Hạ Long,83500,85000
06/01/2025,4,Hải Phòng,83500,85000
06/01/2025,5,Miền Trung,83500,85000
06/01/2025,6,Huế,83500,85000
06/01/2025,7,Quảng Ngãi,83500,85000
06/01/2025,8,Nha Trang,83500,85000
06/01/2025,9,Biên Hòa,83500,85000
06/01/2025,10,Miền Tây,83500,85000
06/01/2025,11,Bạc Liêu,83500,85000
06/01/2025,12,Cà Mau,83500,85000
07/01/2025,,,
07/01/2025,1,Hồ Chí Minh,83800,85300
07/01/2025,2,Miền Bắc,83800,85300
07/01/2025,3,Hạ Long,83800,85300
07/01/2025,4,Hải Phòng,83800,85300
07/01/2025,5,Miền Trung,83800,85300
07/01/2025,6,Huế,83800,85300
07/01/2025,7,Quảng Ngãi,83800,85300
07/01/2025,8,Nha Trang,83800,85300
07/01/2025,9,Biên Hòa,83800,85300
07/01/2025,10,Miền Tây,83800,85300
07/01/2025,11,Bạc Liêu,83800,85300
07/01/2025,12,Cà Mau,83800,85300
08/01/2025,,,
08/01/2025,1,Hồ Chí Minh,84000,85500
08/01/2025,2,Miền Bắc,84000,85500
08/01/2025,3,Hạ Long,84000,85500
08/01/2025,4,Hải Phòng,84000,85500
08/01/2025,5,Miền Trung,84000,85500
08/01/2025,6,Huế,84000,85500
08/01/2025,7,Quảng Ngãi,84000,85500
08/01/2025,8,Nha Trang,84000,85500
08/01/2025,9,Biên Hòa,84000,85500
08/01/2025,10,Miền Tây,84000,85500
08/01/2025,11,Bạc Liêu,84000,85500
08/01/2025,12,Cà Mau,84000,85500
09/01/2025,,,
09/01/2025,1,Hồ Chí Minh,84500,86000
09/01/2025,2,Miền Bắc,84500,86000
09/01/2025,3,Hạ Long,84500,86000
09/01/2025,4,Hải Phòng,84500,86000
09/01/2025,5,Miền Trung,84500,86000
09/01/2025,6,Huế,84500,86000
09/01/2025,7,Quảng Ngãi,84500,86000
09/01/2025,8,Nha Trang,84500,86000
09/01/2025,9,Biên Hòa,84500,86000
09/01/2025,10,Miền Tây,84500,86000
09/01/2025,11,Bạc Liêu,84500,86000
09/01/2025,12,Cà Mau,84500,86000
10/01/2025,,,
10/01/2025,1,Hồ Chí Minh,84700,86200
10/01/2025,2,Miền Bắc,84700,86200
10/01/2025,3,Hạ Long,84700,86200
10/01/2025,4,Hải Phòng,84700,86200
10/01/2025,5,Miền Trung,84700,86200
10/01/2025,6,Huế,84700,86200
10/01/2025,7,Quảng Ngãi,84700,86200
10/01/2025,8,Nha Trang,84700,86200
10/01/2025,9,Biên Hòa,84700,86200
10/01/2025,10,Miền Tây,84700,86200
10/01/2025,11,Bạc Liêu,84700,86200
10/01/2025,12,Cà Mau,84700,86200
11/01/2025,,,
11/01/2025,1,Hồ Chí Minh,84800,86800
11/01/2025,2,Miền Bắc,84800,86800
11/01/2025,3,Hạ Long,84800,86800
11/01/2025,4,Hải Phòng,84800,86800
11/01/2025,5,Miền Trung,84800,86800
11/01/2025,6,Huế,84800,86800
11/01/2025,7,Quảng Ngãi,84800,86800
11/01/2025,8,Nha Trang,84800,86800
11/01/2025,9,Biên Hòa,84800,86800
11/01/2025,10,Miền Tây,84800,86800
11/01/2025,11,Bạc Liêu,84800,86800
11/01/2025,12,Cà Mau,84800,86800
12/01/2025,,,
12/01/2025,1,Hồ Chí Minh,119500,121500
12/01/2025,2,Miền Bắc,119500,121500
12/01/2025,3,Hạ Long,119500,121500
12/01/2025,4,Hải Phòng,119500,121500
12/01/2025,5,Miền Trung,119500,121500
12/01/2025,6,Huế,119500,121500
12/01/2025,7,Quảng Ngãi,119500,121500
12/01/2025,8,Nha Trang,119500,121500
12/01/2025,9,Biên Hòa,119500,121500
12/01/2025,10,Miền Tây,119500,121500
12/01/2025,11,Bạc Liêu,119500,121500
12/01/2025,12,Cà Mau,119500,121500
13/01/2025,,,
13/01/2025,1,Hồ Chí Minh,84800,86800
13/01/2025,2,Miền Bắc,84800,86800
13/01/2025,3,Hạ Long,84800,86800
13/01/2025,4,Hải Phòng,84800,86800
13/01/2025,5,Miền Trung,84800,86800
13/01/2025,6,Huế,84800,86800
13/01/2025,7,Quảng Ngãi,84800,86800
13/01/2025,8,Nha Trang,84800,86800
13/01/2025,9,Biên Hòa,84800,86800
13/01/2025,10,Miền Tây,84800,86800
13/01/2025,11,Bạc Liêu,84800,86800
13/01/2025,12,Cà Mau,84800,86800
14/01/2025,,,
14/01/2025,1,Hồ Chí Minh,84400,86400
14/01/2025,2,Miền Bắc,84400,86400
14/01/2025,3,Hạ Long,84400,86400
14/01/2025,4,Hải Phòng,84400,86400
14/01/2025,5,Miền Trung,84400,86400
14/01/2025,6,Huế,84400,86400
14/01/2025,7,Quảng Ngãi,84400,86400
14/01/2025,8,Nha Trang,84400,86400
14/01/2025,9,Biên Hòa,84400,86400
14/01/2025,10,Miền Tây,84400,86400
14/01/2025,11,Bạc Liêu,84400,86400
14/01/2025,12,Cà Mau,84400,86400
15/01/2025,,,
15/01/2025,1,Hồ Chí Minh,84600,86600
15/01/2025,2,Miền Bắc,84600,86600
15/01/2025,3,Hạ Long,84600,86600
15/01/2025,4,Hải Phòng,84600,86600
15/01/2025,5,Miền Trung,84600,86600
15/01/2025,6,Huế,84600,86600
15/01/2025,7,Quảng Ngãi,84600,86600
15/01/2025,8,Nha Trang,84600,86600
15/01/2025,9,Biên Hòa,84600,86600
15/01/2025,10,Miền Tây,84600,86600
15/01/2025,11,Bạc Liêu,84600,86600
15/01/2025,12,Cà Mau,84600,86600
16/01/2025,,,
16/01/2025,1,Hồ Chí Minh,85000,87000
16/01/2025,2,Miền Bắc,85000,87000
16/01/2025,3,Hạ Long,85000,87000
16/01/2025,4,Hải Phòng,85000,87000
16/01/2025,5,Miền Trung,85000,87000
16/01/2025,6,Huế,85000,87000
16/01/2025,7,Quảng Ngãi,85000,87000
16/01/2025,8,Nha Trang,85000,87000
16/01/2025,9,Biên Hòa,85000,87000
16/01/2025,10,Miền Tây,85000,87000
16/01/2025,11,Bạc Liêu,85000,87000
16/01/2025,12,Cà Mau,85000,87000
17/01/2025,,,
17/01/2025,1,Hồ Chí Minh,85300,87300
17/01/2025,2,Miền Bắc,85300,87300
17/01/2025,3,Hạ Long,85300,87300
17/01/2025,4,Hải Phòng,85300,87300
17/01/2025,5,Miền Trung,85300,87300
17/01/2025,6,Huế,85300,87300
17/01/2025,7,Quảng Ngãi,85300,87300
17/01/2025,8,Nha Trang,85300,87300
17/01/2025,9,Biên Hòa,85300,87300
17/01/2025,10,Miền Tây,85300,87300
17/01/2025,11,Bạc Liêu,85300,87300
17/01/2025,12,Cà Mau,85300,87300
18/01/2025,,,
18/01/2025,1,Hồ Chí Minh,84900,86900
18/01/2025,2,Miền Bắc,84900,86900
18/01/2025,3,Hạ Long,84900,86900
18/01/2025,4,Hải Phòng,84900,86900
18/01/2025,5,Miền Trung,84900,86900
18/01/2025,6,Huế,84900,86900
18/01/2025,7,Quảng Ngãi,84900,86900
18/01/2025,8,Nha Trang,84900,86900
18/01/2025,9,Biên Hòa,84900,86900
18/01/2025,10,Miền Tây,84900,86900
18/01/2025,11,Bạc Liêu,84900,86900
18/01/2025,12,Cà Mau,84900,86900
19/01/2025,,,
19/01/2025,1,Hồ Chí Minh,84900,86900
19/01/2025,2,Miền Bắc,84900,86900
19/01/2025,3,Hạ Long,84900,86900
19/01/2025,4,Hải Phòng,84900,86900
19/01/2025,5,Miền Trung,84900,86900
19/01/2025,6,Huế,84900,86900
19/01/2025,7,Quảng Ngãi,84900,86900
19/01/2025,8,Nha Trang,84900,86900
19/01/2025,9,Biên Hòa,84900,86900
19/01/2025,10,Miền Tây,84900,86900
19/01/2025,11,Bạc Liêu,84900,86900
19/01/2025,12,Cà Mau,84900,86900
20/01/2025,,,
20/01/2025,1,Hồ Chí Minh,84900,86900
20/01/2025,2,Miền Bắc,84900,86900
20/01/2025,3,Hạ Long,84900,86900
20/01/2025,4,Hải Phòng,84900,86900
20/01/2025,5,Miền Trung,84900,86900
20/01/2025,6,Huế,84900,86900
20/01/2025,7,Quảng Ngãi,84900,86900
20/01/2025,8,Nha Trang,84900,86900
20/01/2025,9,Biên Hòa,84900,86900
20/01/2025,10,Miền Tây,84900,86900
20/01/2025,11,Bạc Liêu,84900,86900
20/01/2025,12,Cà Mau,84900,86900
21/01/2025,,,
21/01/2025,1,Hồ Chí Minh,85500,87500
21/01/2025,2,Miền Bắc,85500,87500
21/01/2025,3,Hạ Long,85500,87500
21/01/2025,4,Hải Phòng,85500,87500
21/01/2025,5,Miền Trung,85500,87500
21/01/2025,6,Huế,85500,87500
21/01/2025,7,Quảng Ngãi,85500,87500
21/01/2025,8,Nha Trang,85500,87500
21/01/2025,9,Biên Hòa,85500,87500
21/01/2025,10,Miền Tây,85500,87500
21/01/2025,11,Bạc Liêu,85500,87500
21/01/2025,12,Cà Mau,85500,87500
22/01/2025,,,
22/01/2025,1,Hồ Chí Minh,86200,88200
22/01/2025,2,Miền Bắc,86200,88200
22/01/2025,3,Hạ Long,86200,88200
22/01/2025,4,Hải Phòng,86200,88200
22/01/2025,5,Miền Trung,86200,88200
22/01/2025,6,Huế,86200,88200
22/01/2025,7,Quảng Ngãi,86200,88200
22/01/2025,8,Nha Trang,86200,88200
22/01/2025,9,Biên Hòa,86200,88200
22/01/2025,10,Miền Tây,86200,88200
22/01/2025,11,Bạc Liêu,86200,88200
22/01/2025,12,Cà Mau,86200,88200
23/01/2025,,,
23/01/2025,1,Hồ Chí Minh,86100,88100
23/01/2025,2,Miền Bắc,86100,88100
23/01/2025,3,Hạ Long,86100,88100
23/01/2025,4,Hải Phòng,86100,88100
23/01/2025,5,Miền Trung,86100,88100
23/01/2025,6,Huế,86100,88100
23/01/2025,7,Quảng Ngãi,86100,88100
23/01/2025,8,Nha Trang,86100,88100
23/01/2025,9,Biên Hòa,86100,88100
23/01/2025,10,Miền Tây,86100,88100
23/01/2025,11,Bạc Liêu,86100,88100
23/01/2025,12,Cà Mau,86100,88100
24/01/2025,,,
24/01/2025,1,Hồ Chí Minh,86800,88800
24/01/2025,2,Miền Bắc,86800,88800
24/01/2025,3,Hạ Long,86600,88800
24/01/2025,4,Hải Phòng,86800,88800
24/01/2025,5,Miền Trung,86800,88800
24/01/2025,6,Huế,86800,88800
24/01/2025,7,Quảng Ngãi,86800,88800
24/01/2025,8,Nha Trang,86800,88800
24/01/2025,9,Biên Hòa,86800,88800
24/01/2025,10,Miền Tây,86800,88800
24/01/2025,11,Bạc Liêu,86800,88800
24/01/2025,12,Cà Mau,86800,88800
25/01/2025,,,
25/01/2025,1,Hồ Chí Minh,119500,121500
25/01/2025,2,Miền Bắc,119500,121500
25/01/2025,3,Hạ Long,119500,121500
25/01/2025,4,Hải Phòng,119500,121500
25/01/2025,5,Miền Trung,119500,121500
25/01/2025,6,Huế,119500,121500
25/01/2025,7,Quảng Ngãi,119500,121500
25/01/2025,8,Nha Trang,119500,121500
25/01/2025,9,Biên Hòa,119500,121500
25/01/2025,10,Miền Tây,119500,121500
25/01/2025,11,Bạc Liêu,119500,121500
25/01/2025,12,Cà Mau,119500,121500
26/01/2025,,,
26/01/2025,1,Hồ Chí Minh,86800,88800
26/01/2025,2,Miền Bắc,86800,88800
26/01/2025,3,Hạ Long,86300,88800
26/01/2025,4,Hải Phòng,86800,88800
26/01/2025,5,Miền Trung,86800,88800
26/01/2025,6,Huế,86800,88800
26/01/2025,7,Quảng Ngãi,86800,88800
26/01/2025,8,Nha Trang,86800,88800
26/01/2025,9,Biên Hòa,86800,88800
26/01/2025,10,Miền Tây,86800,88800
26/01/2025,11,Bạc Liêu,86800,88800
26/01/2025,12,Cà Mau,86800,88800
27/01/2025,,,
27/01/2025,1,Hồ Chí Minh,86800,88800
27/01/2025,2,Miền Bắc,86800,88800
27/01/2025,3,Hạ Long,86300,88800
27/01/2025,4,Hải Phòng,86800,88800
27/01/2025,5,Miền Trung,86800,88800
27/01/2025,6,Huế,86800,88800
27/01/2025,7,Quảng Ngãi,86800,88800
27/01/2025,8,Nha Trang,86800,88800
27/01/2025,9,Biên Hòa,86800,88800
27/01/2025,10,Miền Tây,86800,88800
27/01/2025,11,Bạc Liêu,86800,88800
27/01/2025,12,Cà Mau,86800,88800
28/01/2025,,,
28/01/2025,1,Hồ Chí Minh,86800,88800
28/01/2025,2,Miền Bắc,86800,88800
28/01/2025,3,Hạ Long,86300,88800
28/01/2025,4,Hải Phòng,86800,88800
28/01/2025,5,Miền Trung,86800,88800
28/01/2025,6,Huế,86800,88800
28/01/2025,7,Quảng Ngãi,86800,88800
28/01/2025,8,Nha Trang,86800,88800
28/01/2025,9,Biên Hòa,86800,88800
28/01/2025,10,Miền Tây,86800,88800
28/01/2025,11,Bạc Liêu,86800,88800
28/01/2025,12,Cà Mau,86800,88800
29/01/2025,,,
29/01/2025,1,Hồ Chí Minh,86800,88800
29/01/2025,2,Miền Bắc,86800,88800
29/01/2025,3,Hạ Long,86300,88800
29/01/2025,4,Hải Phòng,86800,88800
29/01/2025,5,Miền Trung,86800,88800
29/01/2025,6,Huế,86800,88800
29/01/2025,7,Quảng Ngãi,86800,88800
29/01/2025,8,Nha Trang,86800,88800
29/01/2025,9,Biên Hòa,86800,88800
29/01/2025,10,Miền Tây,86800,88800
29/01/2025,11,Bạc Liêu,86800,88800
29/01/2025,12,Cà Mau,86800,88800
30/01/2025,,,
30/01/2025,1,Hồ Chí Minh,86800,88800
30/01/2025,2,Miền Bắc,86800,88800
30/01/2025,3,Hạ Long,86300,88800
30/01/2025,4,Hải Phòng,86800,88800
30/01/2025,5,Miền Trung,86800,88800
30/01/2025,6,Huế,86800,88800
30/01/2025,7,Quảng Ngãi,86800,88800
30/01/2025,8,Nha Trang,86800,88800
30/01/2025,9,Biên Hòa,86800,88800
30/01/2025,10,Miền Tây,86800,88800
30/01/2025,11,Bạc Liêu,86800,88800
30/01/2025,12,Cà Mau,86800,88800
31/01/2025,,,
31/01/2025,1,Hồ Chí Minh,86800,88800
31/01/2025,2,Miền Bắc,86800,88800
31/01/2025,3,Hạ Long,86300,88800
31/01/2025,4,Hải Phòng,86800,88800
31/01/2025,5,Miền Trung,86800,88800
31/01/2025,6,Huế,86800,88800
31/01/2025,7,Quảng Ngãi,86800,88800
31/01/2025,8,Nha Trang,86800,88800
31/01/2025,9,Biên Hòa,86800,88800
31/01/2025,10,Miền Tây,86800,88800
31/01/2025,11,Bạc Liêu,86800,88800
31/01/2025,12,Cà Mau,86800,88800
01/02/2025,,,
01/02/2025,1,Hồ Chí Minh,86800,88800
01/02/2025,2,Miền Bắc,86800,88800
01/02/2025,3,Hạ Long,86800,89400
01/02/2025,4,Hải Phòng,86800,88800
01/02/2025,5,Miền Trung,86800,88800
01/02/2025,6,Huế,86800,88800
01/02/2025,7,Quảng Ngãi,86800,88800
01/02/2025,8,Nha Trang,86800,88800
01/02/2025,9,Biên Hòa,86800,88800
01/02/2025,10,Miền Tây,86800,88800
01/02/2025,11,Bạc Liêu,86800,88800
01/02/2025,12,Cà Mau,86800,88800
02/02/2025,,,
02/02/2025,1,Hồ Chí Minh,86800,88800
02/02/2025,2,Miền Bắc,86800,88800
02/02/2025,3,Hạ Long,86800,89400
02/02/2025,4,Hải Phòng,86800,88800
02/02/2025,5,Miền Trung,86800,88800
02/02/2025,6,Huế,86800,88800
02/02/2025,7,Quảng Ngãi,86800,88800
02/02/2025,8,Nha Trang,86800,88800
02/02/2025,9,Biên Hòa,86800,88800
02/02/2025,10,Miền Tây,86800,88800
02/02/2025,11,Bạc Liêu,86800,88800
02/02/2025,12,Cà Mau,86800,88800
03/02/2025,,,
03/02/2025,1,Hồ Chí Minh,87800,89800
03/02/2025,2,Miền Bắc,87800,89800
03/02/2025,3,Hạ Long,87800,89800
03/02/2025,4,Hải Phòng,87800,89800
03/02/2025,5,Miền Trung,87800,89800
03/02/2025,6,Huế,87800,89800
03/02/2025,7,Quảng Ngãi,87800,89800
03/02/2025,8,Nha Trang,87800,89800
03/02/2025,9,Biên Hòa,87800,89800
03/02/2025,10,Miền Tây,87800,89800
03/02/2025,11,Bạc Liêu,87800,89800
03/02/2025,12,Cà Mau,87800,89800
04/02/2025,,,
04/02/2025,1,Hồ Chí Minh,87600,90100
04/02/2025,2,Miền Bắc,87600,90100
04/02/2025,3,Hạ Long,87600,90100
04/02/2025,4,Hải Phòng,87600,90100
04/02/2025,5,Miền Trung,87600,90100
04/02/2025,6,Huế,87600,90100
04/02/2025,7,Quảng Ngãi,88100,90600
04/02/2025,8,Nha Trang,87600,90100
04/02/2025,9,Biên Hòa,87600,90100
04/02/2025,10,Miền Tây,87600,90100
04/02/2025,11,Bạc Liêu,87600,90100
04/02/2025,12,Cà Mau,87600,90100
05/02/2025,,,
05/02/2025,1,Hồ Chí Minh,88000,91000
05/02/2025,2,Miền Bắc,88000,91000
05/02/2025,3,Hạ Long,88000,91000
05/02/2025,4,Hải Phòng,88000,91000
05/02/2025,5,Miền Trung,88000,91000
05/02/2025,6,Huế,88000,91000
05/02/2025,7,Quảng Ngãi,88000,91000
05/02/2025,8,Nha Trang,88000,91000
05/02/2025,9,Biên Hòa,88000,91000
05/02/2025,10,Miền Tây,88000,91000
05/02/2025,11,Bạc Liêu,88000,91000
05/02/2025,12,Cà Mau,88000,91000
06/02/2025,,,
06/02/2025,1,Hồ Chí Minh,86400,89600
06/02/2025,2,Miền Bắc,86400,89600
06/02/2025,3,Hạ Long,86400,89600
06/02/2025,4,Hải Phòng,86400,89600
06/02/2025,5,Miền Trung,86400,89600
06/02/2025,6,Huế,86400,89600
06/02/2025,7,Quảng Ngãi,86400,89600
06/02/2025,8,Nha Trang,86400,89600
06/02/2025,9,Biên Hòa,86400,89600
06/02/2025,10,Miền Tây,86400,89600
06/02/2025,11,Bạc Liêu,86400,89600
06/02/2025,12,Cà Mau,86400,89600
07/02/2025,,,
07/02/2025,1,Hồ Chí Minh,86800,90300
07/02/2025,2,Miền Bắc,86800,90300
07/02/2025,3,Hạ Long,86800,90300
07/02/2025,4,Hải Phòng,86800,90300
07/02/2025,5,Miền Trung,86800,90300
07/02/2025,6,Huế,86800,90300
07/02/2025,7,Quảng Ngãi,86800,90300
07/02/2025,8,Nha Trang,86800,90300
07/02/2025,9,Biên Hòa,86800,90300
07/02/2025,10,Miền Tây,86800,90300
07/02/2025,11,Bạc Liêu,86800,90300
07/02/2025,12,Cà Mau,86800,90300
08/02/2025,,,
08/02/2025,1,Hồ Chí Minh,86800,90300
08/02/2025,2,Miền Bắc,86800,90300
08/02/2025,3,Hạ Long,86800,90300
08/02/2025,4,Hải Phòng,86800,90300
08/02/2025,5,Miền Trung,86800,90300
08/02/2025,6,Huế,86800,90300
08/02/2025,7,Quảng Ngãi,86800,90300
08/02/2025,8,Nha Trang,86800,90300
08/02/2025,9,Biên Hòa,86800,90300
08/02/2025,10,Miền Tây,86800,90300
08/02/2025,11,Bạc Liêu,86800,90300
08/02/2025,12,Cà Mau,86800,90300
09/02/2025,,,
09/02/2025,1,Hồ Chí Minh,86800,90300
09/02/2025,2,Miền Bắc,86800,90300
09/02/2025,3,Hạ Long,86800,90300
09/02/2025,4,Hải Phòng,86800,90300
09/02/2025,5,Miền Trung,86800,90300
09/02/2025,6,Huế,86800,90300
09/02/2025,7,Quảng Ngãi,86800,90300
09/02/2025,8,Nha Trang,86800,90300
09/02/2025,9,Biên Hòa,86800,90300
09/02/2025,10,Miền Tây,86800,90300
09/02/2025,11,Bạc Liêu,86800,90300
09/02/2025,12,Cà Mau,86800,90300
10/02/2025,,,
10/02/2025,1,Hồ Chí Minh,88300,91300
10/02/2025,2,Miền Bắc,88300,91300
10/02/2025,3,Hạ Long,88300,91300
10/02/2025,4,Hải Phòng,88300,91300
10/02/2025,5,Miền Trung,88300,91300
10/02/2025,6,Huế,88300,91300
10/02/2025,7,Quảng Ngãi,88300,91300
10/02/2025,8,Nha Trang,88300,91300
10/02/2025,9,Biên Hòa,88300,91300
10/02/2025,10,Miền Tây,88300,91300
10/02/2025,11,Bạc Liêu,88300,91300
10/02/2025,12,Cà Mau,88300,91300
11/02/2025,,,
11/02/2025,1,Hồ Chí Minh,88000,90500
11/02/2025,2,Miền Bắc,88000,90500
11/02/2025,3,Hạ Long,88000,90500
11/02/2025,4,Hải Phòng,88000,90500
11/02/2025,5,Miền Trung,88000,90500
11/02/2025,6,Huế,88000,90500
11/02/2025,7,Quảng Ngãi,88000,90500
11/02/2025,8,Nha Trang,88000,90500
11/02/2025,9,Biên Hòa,88000,90500
11/02/2025,10,Miền Tây,88000,90500
11/02/2025,11,Bạc Liêu,88000,90500
11/02/2025,12,Cà Mau,88000,90500
12/02/2025,,,
12/02/2025,1,Hồ Chí Minh,86700,90200
12/02/2025,2,Miền Bắc,86700,90200
12/02/2025,3,Hạ Long,86700,90200
12/02/2025,4,Hải Phòng,86700,90200
12/02/2025,5,Miền Trung,86700,90200
12/02/2025,6,Huế,86700,90200
12/02/2025,7,Quảng Ngãi,86700,90200
12/02/2025,8,Nha Trang,86700,90200
12/02/2025,9,Biên Hòa,86700,90200
12/02/2025,10,Miền Tây,86700,90200
12/02/2025,11,Bạc Liêu,86700,90200
12/02/2025,12,Cà Mau,86700,90200
13/02/2025,,,
13/02/2025,1,Hồ Chí Minh,87700,90700
13/02/2025,2,Miền Bắc,87700,90700
13/02/2025,3,Hạ Long,87700,90700
13/02/2025,4,Hải Phòng,87700,90700
13/02/2025,5,Miền Trung,87700,90700
13/02/2025,6,Huế,87700,90700
13/02/2025,7,Quảng Ngãi,87700,90700
13/02/2025,8,Nha Trang,87700,90700
13/02/2025,9,Biên Hòa,87700,90700
13/02/2025,10,Miền Tây,87700,90700
13/02/2025,11,Bạc Liêu,87700,90700
13/02/2025,12,Cà Mau,87700,90700
14/02/2025,,,
14/02/2025,1,Hồ Chí Minh,88300,91300
14/02/2025,2,Miền Bắc,88300,91300
14/02/2025,3,Hạ Long,88300,91300
14/02/2025,4,Hải Phòng,88300,91300
14/02/2025,5,Miền Trung,88300,91300
14/02/2025,6,Huế,88300,91300
14/02/2025,7,Quảng Ngãi,88300,91300
14/02/2025,8,Nha Trang,88300,91300
14/02/2025,9,Biên Hòa,88300,91300
14/02/2025,10,Miền Tây,88300,91300
14/02/2025,11,Bạc Liêu,88300,91300
14/02/2025,12,Cà Mau,88300,91300
15/02/2025,,,
15/02/2025,1,Hồ Chí Minh,87300,90300
15/02/2025,2,Miền Bắc,87300,90300
15/02/2025,3,Hạ Long,87300,90300
15/02/2025,4,Hải Phòng,87300,90300
15/02/2025,5,Miền Trung,87300,90300
15/02/2025,6,Huế,87300,90300
15/02/2025,7,Quảng Ngãi,87300,90300
15/02/2025,8,Nha Trang,87300,90300
15/02/2025,9,Biên Hòa,87300,90300
15/02/2025,10,Miền Tây,87300,90300
15/02/2025,11,Bạc Liêu,87300,90300
15/02/2025,12,Cà Mau,87300,90300
16/02/2025,,,
16/02/2025,1,Hồ Chí Minh,87300,90300
16/02/2025,2,Miền Bắc,87300,90300
16/02/2025,3,Hạ Long,87300,90300
16/02/2025,4,Hải Phòng,87300,90300
16/02/2025,5,Miền Trung,87300,90300
16/02/2025,6,Huế,87300,90300
